Supplier Name,MPN,EAN,Product name,Brand,Supplier stock,Supplier Cost
Navy blue,6430101401,4008496276929,Varta Batterie Knopfzelle CR2430 3V 290mAh Lithium      1St.,Panasonic,52,0.77
Navy blue,BK031,4260052188705,be quiet! Kühler Dark Rock TF 2,be quiet!,84,75.91
Navy blue,BW005,4260052187883,be quiet! WAK PURE LOOP 120mm All-in-One Wasserkühlung,be quiet!,3,69
Navy blue,BK030,4260052188453,be quiet! Kühler Pure Rock Slim 2,be quiet!,165,21.48
Navy blue,BK032,4260052188712,be quiet! Shadow Rock Slim 2 Processor-køler 1-pack Sort 135 mm,be quiet!,1,38.79
Navy blue,BW013,4260052189023,be quiet! WAK PURE LOOP 2 FX 240mm All-in-One         (ARGB),be quiet!,6,101.42
Navy blue,ETS-T50A-W-ARGB,4713157724205,Enermax Air CPU Cooler ETS-T50 AXE ARGB 120mm White,Enermax,13,34.84
Navy blue,ETS-T50A-FSS,4713157723376,Enermax Air CPU Cooler ETS-T50 AXE 140mm FSS AM4/AM5/LGA1700,Enermax,61,31.77
Navy blue,GP-AORUSWATERFORCE 240,4719331552374,Cooler Gigabyte GP-AORUS WATERFORCE 240,Gigabyte,44,93.47
Navy blue,100-100000510BOX,730143314060,AMD Ryzen 3 4100 - 4x - 3.80 GHz - AM4 - incl. AMD Wraith Stealth Cooler,AMD,411,41.3
Navy blue,100-100000644BOX,730143314114,"AMD Ryzen 5 4500 Box AM4 (3,600GHz) 100-100000644BOX mit Kühler",AMD,100,48.74
Navy blue,100-100000927BOX,730143314190,AMD Ryzen 5 5600 - 6x - 3.50 GHz - So.AM4 - incl. AMD Wraith Stealth Cooler,AMD,158,88.85
Navy blue,100-100001015BOX,730143314572,"AMD Ryzen 5 7600, 6C/12T, 3.80-5.10GHz, boxed ohne Kühler",AMD,32,174.31
Navy blue,100-100000593WOF,730143314442,"AMD Ryzen 5 7600X, 6C/12T, 4.70-5.30GHz, boxed ohne Kühler",AMD,28,178.74
Navy blue,100-100000063WOF,730143312714,AMD Ryzen 7 5800X - 8x - 3.80 GHz - So.AM4,AMD,92,144.01
Navy blue,100-100000592BOX,730143314497,AMD Ryzen 7 7700 - 8x - 3.80 GHz - So.AM5 - incl. AMD Wraith Stealth Cooler,AMD,239,244.46
Navy blue,100-100000591WOF,730143314428,AMD Ryzen 7 7700X - 8x - 4.5 GHz - So.AM5,AMD,500,259.83
Navy blue,100-100000910WOF,730143314930,"AMD Ryzen 7 7800X3D Box AM5 (4,2GHz) 100-100000910WOF ohne Kühler",AMD,100,417.82
Navy blue,100-100000061WOF,730143312738,AMD Ryzen 9 5900X - 12x - 3.7 GHz - So.AM4,AMD,8,214.41
Navy blue,100-100000590BOX,730143314466,"Ryzen 9 7900, 12C/24T, 3.70-5.40GHz, boxed",AMD,4,287.06
Navy blue,100-100000589WOF,730143314558,AMD Ryzen 9 7900X - 12x - 4.70 GHz - So.AM5,AMD,105,325.27
Navy blue,BX8070110100,5032037186957,Intel CPU Core  I3-10100 3.6GHz Quad-Core LGA1200  (PIB - m/køler),Intel,3,79.48
Navy blue,BX8071512100,5032037238458,Intel Core i3-12100 - 4x - 3.3 GHz - LGA1700 Socket,Intel,114,99.74
Navy blue,BX8071512100F,5032037238731,Intel Core i3-12100F - 4x - 3.3 GHz - LGA1700 Socket,Intel,5,68.56
Navy blue,BX8070110400,5032037187138,Intel Core i5 10400 / 2.9 GHz processor,Intel,373,104.22
Navy blue,BX8071512400,5032037237741,Intel Core i5-12400 - 6x - 2.5 GHz - LGA1700 Socket,Intel,206,127.16
Navy blue,BX8071512400F,5032037237758,Intel Core i5-12400F - 6x - 2.5 GHz - LGA1700 Socket,Intel,69,96.78
Navy blue,BX8071512600K,5032037234108,Intel Core i5 12600K / 3.7 GHz processor,Intel,61,146.39
Navy blue,BX8071512600KF,5032037234115,Core i5-12600KF 3.70GHZ SKTLGA1700 20.00MB Cache Boxed,Intel,5,147.96
Navy blue,BX8071513400,5032037260275,Intel Core i5 13400 - 10x - 2.5 GHz - LGA1700 Socket,Intel,48,144.06
Navy blue,BX8071513400F,5032037260299,Intel Core i5-13400F - 10x - 2.5 GHz - LGA1700 Socket,Intel,3,115.82
Navy blue,BX8071513500,5032037260251,"Intel Core i5 13500   LGA1700 20MB Cache 2,5GHz retail",Intel,48,188.88
Navy blue,BX8071512700,5032037237840,CORE I7-12700 2.10GHZ SKTLGA1700 25.00MB CACHE BOXED,Intel,2,260.28
Navy blue,BX8071512700K,5032037233989,Intel CPU Core  I7-12700K 3.6GHz 12-core (WOF - u/køler),Intel,8,211.22
Navy blue,BX8071512700KF,5032037234047,Core i7-12700KF 3.60GHZ SKTLGA1700 25.00MB Cache Boxed,Intel,8,198.07
Navy blue,BX8071512900K,5032037234641,Intel Core i9-12900K - 16x - 3.20 GHz - LGA1700 Socket,Intel,46,289.54
Navy blue,CM8071504651012,5032037238465,CPU Intel Core i3-12100 / LGA1700 / Tray ### 4 Cores / 8 Threads / 12M Cache,Intel,100,86.29
Navy blue,CM8071504651013,8592978354077,"Intel Tray Core i3 Processor i3-12100F 3,30Ghz 12M Alder Lake-S",Intel,49,46.03
Navy blue,CM8071505092202,srmbu,"Intel Tray Core i3 Processor i3-13100 3,40Ghz 12M Raptor Lake",Intel,60,97.59
Navy blue,CM8070804497015,SRKP0,"Intel Tray Core i5 Processor i5-11400 2,60Ghz 12M Rocket Lake-S",Intel,45,101.93
Navy blue,CM8071504650608,srl5y,CPU Intel Core i5-12400 / LGA1700 / Tray  6 Cores / 12 Threads / 18M Cache,Intel,100,113.29
Navy blue,CM8071504555227,8592978343194,Intel CPU Core  I5-12600K 3.7GHz 10-kerne (TRAY - u/køler),Intel,1,150.26
Navy blue,CM8071504821005,srmbd,"Intel Tray Core i5 Processor i5-13600K 3,50Ghz 24M Raptor Lake",Intel,98,188.77
Navy blue,CM8071504821006,srmbe,"Intel Tray Core i5 Processor i5-13600KF 3,50Ghz 24M Raptor Lake",Intel,100,172.49
Navy blue,CM8071504555019,srl4q,"Intel Core i7 12700   LGA1700 25MB Cache 2,1GHz tray",Intel,48,220.2
Navy blue,CM8071504555020,,"Intel Tray Core i7 Processor i7-12700F 2,10Ghz 25M Alder Lake-S",Intel,100,203.97
Navy blue,CM8071504553828,5054444437309,"Intel Core i7 12700K  LGA1700 25MB Cache 3,6GHz tray",Intel,53,210.48
Navy blue,CM8071504553829,675901979115,"Intel Tray Core i7 Processor i7-12700KF 3,60Ghz 25M Alder Lake-S",Intel,100,198.55
Navy blue,CM8071504820705,,"Intel Tray Core i7 Processor i7-13700K 3,40Ghz 30M Raptor Lake",Intel,100,310.35
Navy blue,CM8071504820606,srmb7,"Intel Tray Core i9 Processor i9-13900F 4,20Ghz 30M Raptor Lake",Intel,86,363.55
Navy blue,CD8069504382000,srgsj,"Intel Tray Core i9 Prozessor i9-10920X  3,50GHz 19M Cascade Lake",Intel,10,629.5
Navy blue,STKM1000400,3660619040148,"Seagate Expansion Portable +Rescue 1TB, USB 3.0 Micro-B",Seagate,100,45.9
Navy blue,HDTB540EK3CA,4260557512364,"Toshiba Canvio Basics 4TB USB3.0 2,5",Toshiba,100,92.34
Navy blue,WDBYVG0010BBK-WESN,718037869469,Western Digital My Passport 2.5 USB3 1TB External Hard Drive Black,Western Digital,100,52.4
Navy blue,ST1000LM048,763649098301,Seagate Barracuda 1TB HDD SATA 3.0 128 MB 5400 rpm 2.5 Thickness 7mm,Seagate,102,48.49
Navy blue,ST2000DM008,8719706011280,Seagate HD 3.5 SATA3 2TB 7.2k,Seagate,100,49.57
Navy blue,ST8000NM017B,8719706022149,Seagate 8TB HD 3.5 SATA3-Raid 512e,Seagate,34,144.62
Navy blue,ST20000NM007D,8719706031554,Seagate HD 3.5 SATA3-Raid 20TB 512e,Seagate,100,319.3
Navy blue,ST4000VN006,7636490078309,Seagate HD 3.5 SATA3 4TB 5.4k (Di),Seagate,100,91.69
Navy blue,ST8000VN004,8719706009812,"Seagate 8.9cm (3.5"")   8TB SATA3 IronWolf  7200 256MB intern",Seagate,100,169.33
Navy blue,MG09ACA18TE,4260557511664,"Toshiba Cloud-Scale Capacity 18TB, 24/7, 512e / 3.5  / SATA",Toshiba,10,274.97
Navy blue,WD4005FZBX,718037856001,Western Digital Black HDD 4TB SATA 3.0 256 MB 7200 rpm 3.5,Western Digital,2,183.96
Navy blue,WD6004FZWX,718037895086,Western Digital Black HDD 6TB SATA 128 MB 7200 rpm 3.5,Western Digital,15,216.44
Navy blue,WD20EZBX,718037877501,Western Digital HD 3.5 SATA3 2TB 7.2k Blue,Western Digital,30,52.36
Navy blue,WD2005FBYZ,718037847924,Western Digital HD 3.5 SATA3-Raid 2TB Gold,Western Digital,3,107.78
Navy blue,WD23PURZ,718037896199,Western Digital HD 3.5 SATA3 2TB Surveillance,Western Digital,100,57.02
Navy blue,WD40EFPX,718037899794,Western Digital HD 3.5 SATA3 4TB 24x7 NAS 256MB 5400rpm CMR,Western Digital,100,97.09
Navy blue,WD60EFPX,718037899800,Western Digital HD 3.5 SATA3 6TB 24x7 NAS 256MB 5400rpm CMR,Western Digital,100,139.57
Navy blue,WD181KFGX,718037875729,Western Digital 18TB NAS Hard Drive 3.5 SATA3 7200rpm 512MB CMR for 24x7 Use,Western Digital,80,403.97
Navy blue,WD2002FFSX,718037835570,Western Digital HD 3.5 SATA3 2TB 24x7 NAS (Di) 64MB 7200rpm CMR,Western Digital,12,97.2
Navy blue,0B36404,829686005181,Western Digital WD 8TB SATA3-Raid 3.5 HDD HUS728T8TALE6L4,Western Digital,84,173.13
Navy blue,0F38462,8717306633314,Western Digital HD 3.5 SATA3-Raid 16TB WUH721816ALE6L4 Di,Western Digital,100,280.32
Navy blue,90YV0GB2-M0NA10,4711081309925,VGA Asus GeForce® RTX 3060 12GB DUAL OC V2 (LHR),Asus,100,270.73
Navy blue,GV-N1030D4-2GL,4719331303280,Graphics Card|GIGABYTE|NVIDIA GeForce GT 1030|2 GB|GDDR4|64 bit|PCIE 3.0 16x|Memory 2100 MHz|GPU 1177 MHz|Single Slot Fansink|1xDVI-D|1xHDMI|GV-N1030D4-2GL,Gigabyte,28,70.38
Navy blue,GV-N406TEAGLE OC-8GD,4719331313418,VGA Gigabyte GeForce® RTX 4060Ti 8GB EAGLE OC,Gigabyte,28,434.11
Navy blue,V515-017R,4711377102582,MSI RTX4060 TI Ventus 2X Black OC  8GB GDDR6 HDMI 3xDP,MSI,43,376.54
Navy blue,NE63050018P1-1070F,4710562243727,VGA Palit GeForce® RTX 3050 8GB StormX (GA107),Palit,100,182.26
Navy blue,VCQP1000V2-PB,3536403375652,NVIDIA Quadro P1000 4GB,PNY,2,244.5
Navy blue,VCQP1000DVIV2-PB,3536403375706,PNY 4GB Quadro P1000V2DVI 4xmDP=>DVI Retail,PNY,19,258.12
Navy blue,VCNRTXA4000-PB,3536403383855,VGA PNY Quadro RTX A4000 16GB Retail (VCNRTXA4000-PB),PNY,100,987.72
Navy blue,VCNT1000-PB,3536403384692,VGA PNY Quadro T1000 4GB LP Full Retail(VCNT1000-PB),PNY,29,322.29
Navy blue,VCNT1000-8GB-PB,3536403388898,VGA PNY Quadro T1000 8GB LP Full Retail (VCNT1000-8GB-PB),PNY,22,389.6
Navy blue,VCNT1000-8GB-SB,3536403387921,"PNY GPU NVIDIA VCNT1000-8GB-SB PCI-Express 3.0 x16, LP8 GB GDDR6 128-bit, 4x Mini DP 1.4, 1x LP bracket.",PNY,2,333.21
Navy blue,VCNT400-4GB-PB,3536403388928,PNY Quadro T400                    4GB GDDR6 3xmDP LP,PNY,21,161.88
Navy blue,11315-01-20G,4895106292093,VGA SAPPHIRE Pulse RADEON RX 6400 4GB Gaming GDDR6 DP LP (UEFI),Sapphire,100,108.98
Navy blue,11324-01-20G,4895106293618,VGA SAPPHIRE Pulse RADEON RX 7600 8GB Gaming GDDR6 (UEFI),Sapphire,100,225.68
Navy blue,11323-02-20G,4895106293304,Sapphire VGA 20GB RX7900XT PULSE GAMING-OC 2xHDMI/2xDP PULSE AMD RADEON RX 7900XT GAMING OC 20GB GDDR6,Sapphire,46,674.89
Navy blue,11323-01-40G,4895106293342,Sapphire Radeon RX7900XT Gaming OC Nitro+ 20GB GDDR6 HDMI DP,Sapphire,50,712.68
Navy blue,N710-1SDV-E3BX,835168021686,VGA Inno3D GeForce® GT 710 2GB SDDR3 64bit,Inno3D,100,35.72
Navy blue,BW012,4260052188347,Cooler Be Quiet Silent Loop 2 Wasserkühlung 360mm,be quiet!,29,144.72
Navy blue,BX8071512900KF,5032037234221,"Intel Box Core i9 Processor i9-12900KF 3,20Ghz 30M Alder Lake-S",Intel,100,292.98
Navy blue,CM8071504647605,SRL5V,"Intel Tray Core i5 Processor i5-12500 3,00Ghz 18M Alder Lake-S",Intel,100,160
Navy blue,VCNRTXA4000-SB,3536403383893,VGA PNY Quadro RTX A4000 16GB Smallbox (VCNRTXA4000-SB),PNY,98,976.87
Navy blue,U3DUALHDMIDOCK,8595611703843,i-tec USB 3.0/USB-C Docking Station U3DUALHDMIDOCK,I-Tec,11,81.43
Navy blue,BK007,4260052187968,Cooler Be Quiet Pure Rock 2 - Schwarz,be quiet!,100,36.66
Navy blue,100-100000457BOX,730143314121,"AMD Ryzen 5 5500, 6C/12T, 4.2GHz",AMD,30,68.9
Navy blue,ST16000NM000J,8719706020534,Seagate 16TB 3.5 SATA3-Raid Hard Drive Garantie/Warranty,Seagate,100,265.16
Navy blue,ST4000VX016,8719706028288,"Seagate 8.9cm (3.5"")   4TB SATA3 Skyhawk   5900 256MB intern",Seagate,100,75.08
Navy blue,WD43PURZ,718037897384,Western Digital HD 3.5 SATA3 4TB Surveillance,Western Digital,100,81.65
Navy blue,VCNRTXA2000-12GB-SB,3536403387884,VGA PNY Quadro RTX A2000 12GB Smallbox (VCNRTXA2000-12GB-SB),PNY,13,596.94
Navy blue,100-100000926WOF,730143314275,AMD Ryzen 7 5700X - 8x - 3.40 GHz - So.AM4,AMD,500,124.87
Navy blue,ST8000VX010,763649148112,"Seagate 8.9cm (3.5"")   8TB SATA3 Skyhawk   5900 256MB",Seagate,2,160.94
Navy blue,ST2000VN003,763649091005,"Seagate IronWolf HDD 2TB SATA 256 MB 5400 rpm 3,5",Seagate,100,75.69
Navy blue,XC041,4044953501180,"Cooler XILENCE Performance C I404T, PWM, 92mm fan, INTEL",Xilence,11,16.16
Navy blue,CD8069504382100,53203,"Intel Tray Core i9 Prozessor i9-10900X  3,70GHz 19M Cascade Lake",Intel,3,533.97
Navy blue,HDTB510EK3AA,4260557512340,"Toshiba Canvio Basics 1TB USB3.0 2,5",Toshiba,100,45.14
Navy blue,100-000000926,,"AMD Ryzen 7 5700X Tray AM4 (3,400GHz) 100-000000926",AMD,100,104.1
Navy blue,NE6406T019P1-1060F,4710562243963,VGA Palit GeForce® RTX 4060 Ti 8GB StormX,Palit,4,406.97
Navy blue,GV-N4060AERO OC-8GD,4719331313661,VGA Gigabyte GeForce® RTX 4060 8GB AERO OC,Gigabyte,89,317.95
Navy blue,NE64060019P1-1070F,4710562244069,VGA Palit GeForce® RTX 4060 8GB Storm X,Palit,100,269.1
Navy blue,V516-004R,4711377115421,VGA MSI GeForce® RTX 4060 8GB VENTUS 2X BLACK OC,MSI,100,283.22
Navy blue,VCNRTXA2000-12GB-PB,3536403388867,VGA PNY Quadro RTX A2000 12GB Retail (VCNRTXA2000-12GB-PB),PNY,30,618.65
Navy blue,BK024,4260052187319,be quiet! Kühler Dark Rock Slim,be quiet!,54,50.95
Navy blue,V397-022R,4719072793814,MSI RTX3060 VENTUS 2X OC          12GB GDDR6 HDMI 3xDP,MSI,148,264.48
Navy blue,UA0311,4052792048667,"USB Hub Logilink 3.2 Gen 1x1 USB-C, 4-Port (UA0311)",LogiLink,5,11.34
Navy blue,90YV0GH6-M0NA00,4711081772453,VGA Asus GeForce® RTX 3050 8GB DUAL OC LHR V2,Asus,100,196.38
Navy blue,V809-2000R,4719072448233,VGA MSI GeForce® GT 710 2GB 2GD3H LP,MSI,100,36.8
Navy blue,GV-N4060EAGLE OC-8GD,4719331313708,Gigabyte RTX4060 EAGLE OC          8GB GDDR6 2xHDMI 2xDP,Gigabyte,1,281.17
Navy blue,GV-N4060GAMING OC-8GD,4719331313692,Gigabyte GeForce RTX 4060 GAMING OC 8G - graphics card - GeForce RTX 4060 - 8 GB,Gigabyte,33,302.89
Navy blue,GV-N4060WF2OC-8GD,4719331313685,Gigabyte graphics card GeForce RTX 4060 WINDFORCE OC 8G - 8 GB GDDR6 OC,Gigabyte,40,276.31
Navy blue,N1030-1SDV-E5BL,835168022782,Inno3D GeForce GT 1030 0dB,Inno3D,6,65.87
Navy blue,N30602-12D6-119032AH,835168002111,Inno3D RTX3060 Twin X2 LHR        12GB GDDR6 HDMI 3xDP,Inno3D,14,256.98
Navy blue,N30602-12D6X-11902120H,835168002104,VGA Inno3D GeForce® RTX 3060 12GB Twin X2 OC,Inno3D,35,271.27
Navy blue,N40601-08D6-173050N,835168003378,VGA Inno3D GeForce® RTX 4060 8GB Compact,Inno3D,66,275.62
Navy blue,N40602-08D6-173051N,835168003354,VGA Inno3D GeForce® RTX 4060 8GB Twin X2,Inno3D,100,279.96
Navy blue,N40602-08D6X-173051N,835168003361,VGA Inno3D GeForce® RTX 4060 8GB Twin X2 OC,Inno3D,35,287.01
Navy blue,V809-4266R,4711377084796,MSI VGA 8GB RTX3050 VENTUS 2X XS 8G OC HDMI/DP/DVI RTX 3050 VENTUS 2X XS 8G OC,MSI,6,200.77
Navy blue,CM8071504650506,,Intel Tray Core i5 Processor i5-12400T 1.80GHz 18M Alder Lake-S,Intel,11,167.07
Navy blue,WD11PURZ,718037896687,Western Digital 3.5 SATA3 1TB Surveillance Hard Drive,Western Digital,100,46.33
Navy blue,CM8071505093004,srmbp,CPU Intel Core i5-13400 / LGA1700 / Tray ### 10 Cores / 16 Threads / 20M Cache,Intel,5,130.68
Navy blue,VCNT1000-SB,3536403384722,PNY 4GB T1000 LP 4xmDP Smallbox (without Adapter),PNY,53,297
Navy blue,UA0148,4052792000924,Logilink USB 2.0 Hub 7 port incl. Power Supply UA0148,LogiLink,16,17.17
Navy blue,AU0034,4052792014884,Logilink Adapter USB 2.0 -> Seriell,LogiLink,17,10.5
Navy blue,UA0085,4052792004410,LogiLink USB 2.0 Hub 4-port mit Netzteil - UA0085,LogiLink,9,8.86
Navy blue,VCNRTXA6000-PB,3536403379193,VGA PNY Quadro RTX A6000 48GB (VCNRTXA6000-PB),PNY,5,4776.26
Navy blue,VCNRTXA6000-SB,3536403379612,PNY 48GB RTX A6000 4xDP Smallbox,PNY,7,4627.8
Navy blue,VCNRTXA5000-SB,3536403383763,VGA PNY Quadro RTX A5000 24GB Smallbox (VCNRTXA5000-SB),PNY,14,2149.25
Navy blue,AXRX 6500XT 4GBD6-DH/OC,4713436174080,VGA PowerColor Radeon Fighter RX 6500XT 4GB GDDR6,PowerColor,50,134.49
Navy blue,UA0257,4052792038705,Kabel LogiLink Adapter USB-C zu HDMI,LogiLink,7,15.49
Navy blue,AU0011A,4052792031430,Logilink Adapter USB 2.0 -> SATA,LogiLink,9,3.67
Navy blue,VCNRTX4000ADALP-SB,751492776989,VGA PNY Quadro RTX 4000 ADA 20GB SFF (VCNRTX4000ADALP-SB),PNY,8,1190.72
Navy blue,ST2000VX017,8719706028240,"Seagate 8.9cm (3.5"")   2TB SATA3 Skyhawk   5400 256MB intern",Seagate,100,53.92
Navy blue,NE6406T019P1-1060D,4710562243925,VGA Palit GeForce® RTX 4060 Ti 8GB Dual,Palit,12,384.72
Navy blue,RX7800XT 16G-L/OC,4713436174943,VGA PowerColor Radeon Hellhound RX 7800XT 16GB GDDR6,PowerColor,100,450.39
Navy blue,GV-N406TWF2OC-8GD,4719331313739,VGA Gigabyte GeForce® RTX 4060Ti 8GB WINDFORCE OC,Gigabyte,98,379.83
Navy blue,11335-02-20G,4895106294370,Sapphire Radeon RX7700XT Gaming OC Nitro+ 12GB GDDR6 HDMI,Sapphire,53,413.52
Navy blue,11330-02-20G,4895106294349,Sapphire graphics card Pulse Radeon RX 7800 XT - 16 GB GDDR6,Sapphire,40,449.43
Navy blue,11335-03-20G,4895106294387,Sapphire Radeon RX7700XT Gaming OC        12GB GDDR6 HDMI DP,Sapphire,43,389.76
Navy blue,CYPCBLSL112KIT,5032037213141,Intel Cable Kit 1U SlimSas Cable x12 (CPU to HSBP) Kit CYPCBLSL112KIT,Intel,10,106.92
Navy blue,CYPCBLSLRTKIT,5032037213165,Intel Cable Kit SlimSAS Cable (Riser/Retimers to Backplane) Kit CYPCBLSLRTKIT,Intel,99,45.36
Navy blue,CYPCBLSLSLX8,5032037224109,Intel Cable Kit SlimSAS SSD Cable x4 860mm & 1.0m (RAID to HSBP) CYPCBLSLSLX8,Intel,1,63.72
Navy blue,CYPCBLHDHDXXX1,5032037213172,Intel Cable Kit MiniSAS HD Cable (Base Board to HSBP) CYPCBLHDHDXXX1,Intel,94,33.48
Navy blue,CYPCBLMEZKIT,5032037213080,Intel Cable Kit MiniSAS HD Cable (ROC to HSBP) CYPCBLMEZKIT,Intel,1,33.48
Navy blue,A1U4PSWCXCVK,,Intel 1U Switch cable SFF-8611(890 mm),Intel,3,78.84
Navy blue,CYPCBLINTSTKIT,675901878234,Intel Cable Kit MiniSAS HD to SATA CYPCBLINTSTKIT Einbaublech und Kabel für zwei interne SATA SSDs,Intel,30,23.76
Navy blue,NETZTEIL 360-15,4039407040841,Ersatznetzteil Mobile 360-15,,12,31.32
Navy blue,26H113215-010,,Chenbro OCR Kabel Mini-SAS to 4x SATA 0.6m,Chenbro,38,19.44
Navy blue,NT 1530/40056401,4039407040865,Ersatznetzteil Mobile 1530,,1,31.32
Navy blue,ID11-100426,4251265604267,Schrauben KIT Terra 2464W VESA,ID11 GmbH,32,11.77
Navy blue,AXXCBL730HDHD,5032037065030,Intel Cable Kit SFF-8643 to SFF-8643 (730 mm),Intel,100,29.16
Navy blue,AXX1300TCRPS,5032037106191,Netzteilmodul für Intel R2300WFx/M50CYP 1300 Watt,Intel,100,262.44
Navy blue,UPS-Z0405400D004H,,"Netzteil 5V,3A für Dockingstation 731",,81,9.72
Navy blue,13-212-XA6390,,NB MOBILE 360-11P Akku,,49,63.72
Navy blue,S116 KEYBOARD/SWISS,4039407050185,TERRA TYPE COVER PAD 1162 [CH],,82,31.32
Navy blue,S116 KEYBOARD/US,4039407050192,TERRA TYPE COVER PAD 1162 [US],,72,31.32
Navy blue,S116 KEYBOARD/UK,4039407050208,TERRA TYPE COVER PAD 1162 [UK],,100,31.32
Navy blue,EJ20GM-2S5000-B1V1,4039407050406,NB MOBILE 360-11V3 Akku 5000mAh,,76,74.52
Navy blue,WH ADAPTER/5V/2A,4039407051199,"Netzteil für TERRA PAD 1062/ 1006 (EU), USB Type C",,100,11.77
Navy blue,N750WU/DUMMY ODD,,NB MOBILE 1515/A/V/1715/A/V Dummy ODD,,55,2.16
Navy blue,S1203/TASTATUR/US,4039407057153,TERRA TYPE COVER PAD 1262 [US],,100,32.29
Navy blue,S1203 TASTATUR/CH,4039407057160,TERRA TYPE COVER PAD 1262 [CH],,100,32.29
Navy blue,S1203 TASTATUR/UK,4039407057177,TERRA TYPE COVER PAD 1262 [UK],,28,32.29
Navy blue,NT/45W/CPA09-002A,4039407059515,"Netzteil 45W NB MOBILE 1417, 1515/A, 1516/A/T/U, 1517, 1717, 1715/A, 1716/A/T/U Optional 3-polig Stromkabel DE (#3809209/3809206)",,100,31.32
Navy blue,A123 TASTATUR/UK,4039407065905,TERRA TYPE COVER PAD 1200 [UK],,59,32.29
Navy blue,133HC-YD,4039407069606,Netzteil 40W NB MOBILE 360-13/U mit Stromkabel,,100,31.32
Navy blue,NL40CU,4039407069729,NB MOBILE 1417 Akku,,78,74.52
Navy blue,CC530AD,884420242611,Toner HP 304A / CC530AD Black,Hewlett Packard,3,139.86
Navy blue,2280300-R,760884157091,Adaptec Kabel SFF8644->SFF8088 extern 2m ACK-E-HDmSAS-mSAS-2M,Microchip,16,119.77
Navy blue,9NA0608054,,LCD-Universal-Netzteil V3 (ext.) 12V/5A/60W/bulk,Fortron,100,23.22
Navy blue,ID11-100736,4251265607367,Netzteil MPG Tischnetzteil 60W für LCD/TFT/2.5 5.5/2.5,ID11 GmbH,61,37.8
Navy blue,2282600-R,760884157282,Adaptec Kabel SFF8644->SFF8644 extern 2m SAS/SATA,Microchip,9,105.73
Navy blue,82405,4016032174004,DELOCK Stromkabel 8pin EPS -> 4pin ATX St/Bu 0.15m,Delock,43,3.22
Navy blue,0B36048,8717306632775,Western Digital HD 3.5 SAS3 4TB HUS726T4TAL5204/512e,Western Digital,46,159.84
Navy blue,0F38357,8717306633307,Western Digital HD 3.5 SAS3 16TB WUH721816AL5204/512e Di,Western Digital,22,301.32
Navy blue,0TS2374,829686008526,Western Digital Ultrastar SN650 7.68TB 2.5 (PCIe 4.0/NVMe) SSD,Western Digital,5,934.2
Navy blue,0F38528,829686008540,Western Digital HD 3.5 SAS3 14TB WUH721814AL5201/512e (Di),Western Digital,90,307.8
Navy blue,100-000000444,,CPU AMD RYZEN TR PRO 5995WX SP3 4.5GHZ SKT SWRX8 288MB 280W TRAY ### AMD Ryzen™ Threadripper™ PRO 5995WX,Advanced Micro Devices,4,3650.29
Navy blue,WDBPKJ0040BBL-WESN,718037870212,Western Digital My Passport 2.5 USB3.0 4TB External Hard Drive - Blue,Western Digital,23,107.62
Navy blue,3030220,4039407077229,"TERRA LCD/LED 2427W V2 black HDMI, DP, USB-C, GREENLINE PLUS",,100,63.72
Navy blue,3030221,4039407077236,"TERRA LCD/LED 2427W HA V2 black HDMI, DP, USB-C, GREENLINE PLUS",,100,96.12
Navy blue,CYPCBLSLMIDPOUT,5032037213127,Intel Cable 2U SlimSas Cable x24 (Mid-plane to HSBP) Kit CYPCBLSLMIDPOUT,Intel,10,45.36
Navy blue,S116 AC ADAPTER 12V/3A,4039407050239,Netzteil TERRA PAD 1162/ 1262 (EU) 12V/3A,,100,16.2
Navy blue,CD8068904571601,8592978314385,CPU Intel XEON Gold 6354/18x3.0GHz/39MB/205W,Intel,10,2030.4
Navy blue,BX8070110105,5032037214841,"Intel Box Core i3 Processor i3-10105 3,70Ghz 6M Comet Lake-S",Intel,73,79.67
Navy blue,RX7700XT 12G-F/OC,4713436174967,VGA PowerColor Radeon Fighter RX 7700XT 12GB GDDR6,PowerColor,90,375.48
Navy blue,WD221PURP,718037893532,"WD Purple Pro 8.9cm (3.5"") 22TB SATA3 7200  512MB WD221PURP intern",Western Digital,2,516.66
Navy blue,0TS2461,829686008625,Western Digital Ultrastar SN655 2.5 3.84TB PCIe 4.0/NVMe SSD,Western Digital,48,537.84
Navy blue,CM8070804491314,,CPU Intel Core i7-11700T / LGA1200 / Tray ### Low Power CPU 35W TDP / 8Cores / 16Threads / 16M,Intel,100,322.81
Navy blue,GV-R77XTGAMING OC-12GD,4719331314446,Gigabyte Radeon RX 7700 XT GAMING OC 12G - OC Edition - graphics card - Radeon RX 7700 XT - 12 GB,Gigabyte,96,377.5
Navy blue,11330-01-20G,4895106294332,Sapphire VGA 16GB RX7800XT NITRO+ GAMING OC  2xHDMI/2xDP NITRO+ AMD RADEON RX 7800 XT GAMING OC 16GB GDDR6,Sapphire,100,488.05
Navy blue,11335-04-20G,4895106294288,Sapphire VGA 12GB RX7700XT PULSE GAMING  2xHDMI/2xDP PULSE AMD RADEON RX 7700 XT GAMING 12GB GDDR6,Sapphire,100,371.41
