Main Image,Image Count,ASIN,Page Score,Title,Brand,Est. Monthly Revenue,Trailing 12 Months,Main Category,Main Category Rank,Primary Subcategory,Primary Subcategory Rank,1 Month Growth,12 Month Growth,Opportunity Score,Est. New Seller Share,Price,Package Quantity,FBA Sellers,All Sellers,Est. Monthly Units Sold,Amazon In-Stock Rate,Rating,Ratings Count,Parent ASIN,Launch Date,UPC,Manufacturer,Part Number,Model
81+CwGHsrkL.jpg,6,B079TWX9SN,8.9,"Bestway Steel Pro MAX 14' x 33"" Round Above Ground Pool Set | Includes 530gal Filter Pump",Bestway,135427.69,2041896.69,"Patio, Lawn & Garden",3627,Framed Swimming Pools,4,-0.476,-0.907,2.5,284,238.01,1,2,15,569,1,4.2,5167,B0DCGQZB74,2018-02-15 00:00:00,821808565979,Bestway L&G,56597E,56597E
51yjnWJ5urL.jpg,9,B014EUQOGK,6.7,"Logitech K400 Plus Wireless Touch With Easy Media Control and Built-in Touchpad, HTPC Keyboard for PC-connected TV, Windows, Android, Chrome OS, Laptop, Tablet - Black",Logitech,135409.68,2177028.35,Electronics,,Computer Keyboards,2,0.078,-0.061,3.2,,24.06,1,1,6,5628,1,,29689,B07FP8VLXS,2015-08-22 00:00:00,97855115300,Logitech,920-007119,920-007119
41PpOWq-oTL.jpg,5,B088D11ST5,7.4,"SeaLife Close Up Anti-Reflective Lens for Micro Series & RM-4K Cameras for Sea Underwater Photography and Video, Fast & Precise Attachment, Black (SL572)",SeaLife,135405,313467,Electronics,,Camera Lens Diopters,2,0.073,,5,2295,59,1,3,7,2295,0,4.3,22,,2020-05-09 00:00:00,77068415725,SeaLife,SL572,SL572
61jWG2JyYNL.jpg,6,B0CXDXP8VR,8.5,"Anker Power Bank, 20,000mAh Travel Essential Portable Charger with Built-In USB-C Cable, 3-Port 87W Max Fast Charging Battery Pack, for MacBook, iPhone 16/15 Series, Samsung, Switch, and More",Anker,135399.45,2900728.47,Cell Phones & Accessories,1501,Cell Phone Portable Power Banks,102,0.199,,7.9,1022,66.21,1,1,2,2045,0,4.6,2290,B0DB75CXPC,2024-03-07 00:00:00,194644043711,Anker,A1383011,A1383
51lcCOCwbHL.jpg,6,B00LV8Z2V2,7.9,"Ubiquiti Networks EdgeSwitch 24 250W (ES-24-250W) Managed PoE+ Gigabit Switch with SFP,Black",Ubiquiti Networks,135398.4,414092.05,Electronics,,Computer Networking Switches,632,0.247,6.388,4.8,320,423.12,1,1,12,320,0.02,4.2,113,,2017-05-19 00:00:00,701017581352,Ubiquiti,ES-24-250W,ES-24-250W
81i2o0zA0EL.jpg,7,B0DGL6SLVG,8.5,"Madevos Queen Mattress, 12 Inch Hybrid Mattress in a Box, Memory Foam and Individual Pocket Springs, Soft and Breathable, Medium Firm Feel",Madevos,135396.59,248092.22,Home & Kitchen,8242,Mattresses,51,0.572,,5.7,208,217.33,1,2,2,623,0,4.5,315,B0DQ7X6PLN,2024-11-08 00:00:00,,Madevos,MD12Q,MD12Q
61GYHdy+z7L.jpg,5,B0CN8HX2YM,7.8,"Tineco Floor Cleaning Solution, Deep Cleans for Multiple Hard Floors, Lavender Scent, 1 Liter-33.8 Fl Oz iFLOOR Series, FLOOR ONE S3 / S5 / S6 / S7 Series Wet Dry Vacuum, EXCEPT Steam Machines.",Tineco,135370.83,1437004.24,Health & Household,6193,Household Floor Cleaners,31,-0.198,,9,2708,24.99,1,1,2,5417,0,4.8,669,,2023-11-14 00:00:00,194846415743,Tineco,Floor Cleaning Solution,TS0417-B700ML-M672
31d3gdykaNL.jpg,7,B0CCSSQHQC,7.8,AudioQuest PowerQuest 707 12-Outlet Power Conditioner & Non-Sacrificial Surge Protector - North America,AudioQuest,135342.9,1431203.63,Electronics,,Line Conditioners,49,-0.125,0.195,4.1,105,1288.98,1,4,8,105,0,4.3,4,B0DR2477NY,2023-07-25 00:00:00,92592021495,AudioQuest,PQ707NA,POWERQ707
714utrDUNmL.jpg,6,B07MKP2NJF,8.5,"Natural Force 100% Virgin Coconut MCT Oil - 16oz Glass Bottle, Certified Keto, Paleo, Kosher, Vegan & Non-GMO",Natural Force,135341.32,1210968.91,Health & Household,3048,MCT Oil Nutritional Supplements,6,0.036,1.097,9,1934,34.99,1,1,2,3868,0,4.5,5372,B0CL3ZX51P,2019-04-03 00:00:00,815044020521,Natural Force,MCT-ORG-16,MCT-ORG-16
71Yl+LrsFtL.jpg,11,B01BYKULVM,9,"HP 65XL Tri-color High-yield Ink Cartridge | Works with HP AMP 100 Series, HP DeskJet 2600, 3700 Series, HP ENVY 5000 Series | Eligible for Instant Ink | N9K03AN",HP,135324.54,1684452.83,Office Products,1739,Inkjet Printer Ink Cartridges,125,-0.003,-0.198,5.2,577,46.89,1,6,46,2886,1,4.7,13042,,2016-04-11 00:00:00,889894900746,HP,N9K03AN,N9K03AN
81l+Yy7gdJL.jpg,8,B000FFBMZW,9.9,"Poise Daily Liners, Incontinence Panty Liners, 2 Drop Very Light Absorbency, Long Length, 264 Count of Pantiliners (6 Packs of 44), Packaging May Vary",Poise,135308.49,1692752.43,Health & Household,479,"Incontinence Pads, Liners, Shields & Guards",3,-0.078,0.158,6.5,2508,26.97,6,1,18,5017,1,4.7,22280,B0DQQX47WY,2024-04-04 00:00:00,,Kimberly-Clark Corp.,10036000193043,10036000193043
41Eb942I12L.jpg,5,B00BYGHV0Q,6.8,Milwaukee 48-59-1806 M18 Six Pack Sequential Charger,Milwaukee,135304.88,1084542.69,Tools & Home Improvement,8319,Power Tool Battery Chargers,16,0.365,1.18,6.5,181,124.82,1,8,33,1084,0.017,4.7,2274,,2013-06-01 00:00:00,45242293681,Builders World Wholesale Distribution,48-59-1806,48-59-1806
71pUXxaYmjL.jpg,6,B099J4JWFQ,8.9,"Dymatize x Cocoa Pebbles ISO100 Whey Protein Powder Isolate, 25g of Protein, 20 Servings, 5.5g BCAAs, 120 Cal., Gluten Free, 1g Fat, 1g Sugar, 2g Carb",Dymatize,135297.2,2056809.44,Health & Household,707,Sports Nutrition Whey Protein Powders,11,0.093,-0.187,4.6,2045,33.08,1,1,7,4090,1,4.5,27920,B0DW6SSND5,2021-07-15 00:00:00,705016356201,Dymatize Nutrition,D35620A,D35620A
41IkUde-tlL.jpg,15,B00HESGFH8,9.6,"Ingenuity Keep Cozy 3-in-1 Grow with Me Vibrating Baby Bouncer Seat & Infant to Toddler Rocker, Vibrations & -Toy Bar, 0-30 Months Up to 40 lbs (Spruce)",Ingenuity,135295.86,1442762.5,Baby Products,319,Infant Bouncers & Rockers,1,0.109,-0.302,6.5,1354,49.98,1,1,3,2707,1,4.6,9650,B0DKPDJZC9,2020-12-01 00:00:00,74451126374,"Kids2, Inc.",12637-1-ES-YW2,12637
71pFQWYjnCL.jpg,7,B0C6F4615T,8.9,"[2 Pack]Mini Portable Charger for iPhone 5200mAh,20W PD Fast Charging Power Bank for iPhone, Ultra-Compact Battery Pack Travel Portable Phone Charger Compatible with iPhone 14 13 12 11 X 8 7 6 Series",LanLuk,135285.86,1901898.83,Cell Phones & Accessories,880,Cell Phone Portable Power Banks,69,-0.073,0.814,8.7,1931,35.03,2,2,2,3862,0,4.2,2229,B0CC4MQLY3,2023-05-26 00:00:00,,"Dongguan Yuanhaoxun Technology Co., LTD",Portable charger 01,??HX45X3
81RJ7JDvNgL.jpg,7,B01LTI056K,9.7,"Neutrogena Ultra Sheer Dry-Touch Sunscreen Lotion, Broad Spectrum SPF 70 UVA/UVB Protection, Lightweight Water Resistant, Non-Comedogenic & Non-Greasy, Travel Size, 3 fl. oz (Pack of 3)",Neutrogena,135277.92,510907.12,Beauty & Personal Care,160,Sunscreens,1,1.268,1.518,6.5,1016,26.64,3,4,16,5078,1,4.5,32305,B005OLR38W,2013-07-24 00:00:00,641361587528,Johnson & Johnson Consumer Inc,86800687702,86800687702
71VLz3HUdvL.jpg,6,B07WMRBGC7,8.8,"Netgear Nighthawk Cable Modem WiFi Router Combo C7000-Compatibility Cable Providers Including Xfinity by Comcast, Spectrum, Cox (Renewed)",NETGEAR,135276.96,1995540.93,Electronics,3098,Computer Networking Modems,7,0.058,-0.15,6.3,435,103.74,1,2,7,1304,0.021,4.3,6492,,2019-08-14 00:00:00,714752710819,Netgear,C7000-1AZNAS-cr,C7000
61FGQ4ruBHL.jpg,8,B0108T9C2E,9,"Cocofloss Woven Dental Floss, Dentist-Designed Oral Care, Mint, Waxed, Expanding, Vegan, Kid-Friendly String Floss with Coconut Oil, 3 Spools (33 yd Each)",Cocofloss,135270,2929311,Health & Household,588,Dental Floss,5,0.018,0.071,9.2,2505,27,3,2,3,5010,0.077,4.3,16816,B0CHGRPX48,2016-03-24 00:00:00,794168589919,Cocofloss,YYOJ,YYOJ
71gkKRKfj6L.jpg,5,B0BY2857HS,8,"Ear Wax Removal, Ear Cleaner, Ear Cleaning Kit, FSA HSA Eligible, Manual Ear Irrigation Flushing System, Ear Wax Removal Kit, Safe and Effective to Clean Ear Built Up Wax",WEUANY,135267.6,1237729.63,Health & Household,4103,Earwax Removal Products,10,0.095,0.825,8.4,3335,20.28,1,4,7,6670,0,4.4,2633,B0DVLR4Z3X,2023-03-10 00:00:00,713424495436,WEUANY,W102,W102
41e2xXzvKpL.jpg,2,B0006FKI5G,6.9,"BOSTITCH Coil Siding Nailer, 1-1-1/4-Inch to 2-1/2-Inch (N66C)",Bostitch,135256.32,1860449.77,Tools & Home Improvement,19057,Power Siding Nailers,1,0.062,0.137,2.6,531,254.72,1,4,26,531,1,4.6,1837,,2011-03-24 00:00:00,77914039372,BOSTITCH,N66C-1,N66C-1
51ClOz7gk1L.jpg,7,B013H12DLM,8.8,"ToughBag 55 Gallon Trash Bags, 55-60 Gallon Trash Bags Heavy Duty (50 COUNT) - Large Black Trash Can Liners, 50-60 Gal for Contractors, Commercial, and Lawn - Made in USA",ToughBag,135253.3,2023570.85,Health & Household,5626,Disposable Lawn & Leaf Bags,6,-0.238,-0.136,6.6,5785,23.38,1,2,2,5785,0.597,4.3,12431,,2015-08-05 00:00:00,,ToughBag,GJO01535,GJO01535
71vpLYGWaXL.jpg,7,B005IXQLDE,9.6,"Mad Hippie Vitamin C Serum – Brightening Serum with Hyaluronic Acid, Ferulic Acid, Vitamin E, 1.02 Oz",Mad Hippie,135247.68,1332909.2,Beauty & Personal Care,5543,Facial Serums,147,0.02,0.139,9,1611,27.99,1,4,5,4832,0.017,4.6,3138,B0DDBBVM54,2011-10-19 00:00:00,13964127423,Mad Hippie,B005IXQLDE_CA,12742
31e7mcZncML.jpg,12,B07GYQHWYJ,9.1,"Stiebel Eltron 239223 Tankless Water Heater – Tempra 29 Plus – Electric, On Demand Hot Water, Eco, White, 23",Stiebel Eltron,135245.25,1400934.64,Tools & Home Improvement,11114,Water Heaters,6,0.316,0.414,3.7,72,623.25,1,5,12,217,1,4.5,2054,B0DMSTNZJN,2018-08-30 00:00:00,40232668623,Stiebel Eltron,239223,239223
81yE-muBEuL.jpg,7,B0DG615KXR,8.7,"Dual Layer Memory Foam Mattress Topper for Pain Relief with 2X Support, 2"" Fluffy Pillow Top King Mattress Topper Plus 2"" Odor-Free Cooling Gel Memory Foam Ultra Comfort Mattress Pad Cover",Biteany,135241.5,673293.78,Home & Kitchen,17262,Mattresses Toppers,51,1.836,,6.1,362,186.54,1,4,6,725,0,4.4,684,B0F4QHLTRY,2024-09-05 00:00:00,700937348632,Biteany,Biteany-01,Biteany-01
614zHxBN0FL.jpg,12,B0DMS7438S,8.3,"VEVOR Lawn Sweeper Tow-Behind, 44 inch, 25 cu. ft, Durable Leaf & Grass Gathering Tool with Height Adjustment and Easy Dumping Feature for Efficient Yard Cleanup",VEVOR,135233.28,8778.29,"Patio, Lawn & Garden",9062,Tow-Behind Lawn Mowers,1,0.484,,4.2,344,196.56,1,1,2,688,1,3.7,117,B0DKSSMRL2,2024-11-12 00:00:00,197988413813,VEVOR,25 cu,GT1112
21SIpQgVymL.jpg,1,B0C26Z27XH,5.7,"EGO Power+ BCA1220 12” Brush Cutter Attachment 56-Volt Lithium-ion Multi Head System, Black",EGO Power+,135230.75,1172474.21,"Patio, Lawn & Garden",715,String Trimmer Attachments,2,0.35,-0.096,4.7,400,169.25,1,1,6,799,1,4.6,604,B0CTMQPV69,2023-04-12 00:00:00,195532100851,EGO,BCA1220,BCA1220
81b4BmdXMXL.jpg,7,B0DB66HWZZ,8.5,"Comfy Cubs Baby Gate Playpen - 57 x 57 x 25 in, Extends Up to 228” - Pine Wood Foldable Playpen with Child-Proof Lock - Easy Assembly Baby Fence Play Area for Babies & Toddlers - Light Wood White",Comfy Cubs,135193.24,468970.21,Baby Products,5581,Baby Playards,55,0.05,,7,338,199.99,1,1,2,676,0,4.3,369,B0DMGTQQ5B,2024-07-25 00:00:00,810118114137,Comfy Cubs,CC-411,
61c2thHPQaL.jpg,6,B07W69W11Z,8.7,"Canon PG-260 XL Genuine Black Ink Cartridge, Compatible with TS5320/6420/6420a,TR7020/7020a",Canon,135163.24,1144476.36,Office Products,1765,Inkjet Printer Ink Cartridges,130,-0.29,-0.337,5.6,1284,35.08,1,2,45,3853,1,4.7,3264,,2019-08-05 00:00:00,13803319309,Canon USA,3706C001,3706C001
61dtqyjZkiL.jpg,10,B008QDV2JG,9.8,Valvoline Multi-Vehicle ATF Full Synthetic Automatic Transmission Fluid 1 GA,Valvoline,135147.76,1241867.51,Automotive,235,Transmission Fluids,1,0.248,0.039,6.2,1302,25.96,1,3,15,5206,1,4.8,8663,B0CHG8VLH4,2013-08-23 00:00:00,74130003224,Valvoline,773775,773775
61ip7TJaa3L.jpg,6,B0DSVRT5MS,8.1,"Cordless Electric Lunch Box, 1.2L Self Heating Lunch Box Battery Powered with Automatic Heating, BPA Free, Meal Prep Friendly (Black)",Lunheat,135117.36,63114.23,Kitchen & Dining,6718,Lunch Boxes,41,,,6.5,484,139.44,1,3,4,969,0,4.8,375,B0DZX14JD8,2025-01-13 00:00:00,,lunheat,,Lb-1
711-n+US0bL.jpg,6,B0C59FBGG1,8.9,"SanDisk 4TB Extreme Portable SSD - Up to 1050MB/s, USB-C, USB 3.2 Gen 2, IP65 Water and dust Resistance, Updated Firmware, Monterey - External Solid State Drive - SDSSDE61-4T00-G25M",SanDisk,135092.55,1743670.95,Electronics,,External Solid State Drives,54,-0.037,0.695,3.7,505,267.51,1,1,3,505,1,4.6,76138,B0DNV2XFJQ,2023-05-22 00:00:00,619659205027,"Western Digital Technologies, Inc.",SDSSDE61-4T00-G25M,SDSSDE61-4T00-G25M
41kytmesCiL.jpg,1,B0D9CC2H5X,5.4,"SAMSUNG Galaxy Buds 3 Pro AI True Wireless Bluetooth Earbuds, Noise Cancelling, Sound Optimization, Real-Time Interpreter, Redesigned Comfort Fit Latin American Version (White)",SAMSUNG,135091.86,,Electronics,4132,Earbud & In-Ear Headphones,541,,,4.2,246,137.01,1,10,21,986,0,4.5,580,B0D9C8Y7TB,2024-07-10 00:00:00,,Samsung,SM-R630,SM-R630
31+npfIPxLL.jpg,8,B013WA430M,8.7,"RAPIDBROW Eyebrow Enhancing Serum, 3ml /0.1 Fluid Ounce clear",RapidBrow,135089.2,1463050.08,Beauty & Personal Care,7583,Eyelash Primers,12,-0.039,0.181,8,914,36.95,1,3,9,3656,0.285,4.2,2290,,2015-08-16 00:00:00,786563161357,RapidBrow,VC-192-786563136300-A3-CA,13695
61KG3fPKnfL.jpg,7,B0006HDOSM,8.9,"Fairhaven Health FertilAid for Men Fertility Supplements for Men | Count and Motility Support Pre-Conception for Him | Male Fertility Support Includes L-carnitine, Zinc, and Folate | 90 Capsules",Fairhaven Health,135046.8,1401525.91,Health & Household,8281,Blended Vitamin & Mineral Supplements,192,0.076,0.184,8.9,1932,34.95,1,1,2,3864,0.025,4.2,7365,B0CCKS7DQ1,2015-02-19 00:00:00,895749000059,FertilAid,FH-002,FH-002
71mjRWQ-gHL.jpg,8,B07Y252RCV,9,"Ultra Soft King Size Mattress Topper - Viscose Made from Bamboo Pillow Top Mattress Pad for Back Pain Relief - Naturally Cooling for Hot Sleepers, Green",Niagara Sleep Solution,135039.27,707152.46,Home & Kitchen,272,Mattresses Toppers,1,0.274,1.34,8.4,1054,64.03,1,1,2,2109,0,4.4,29688,B0CNCWB9LJ,2018-06-15 00:00:00,,Niagara Sleep Solution,NARF5_03982,NARF5_03982
61gpbEsPY4L.jpg,12,B0BTTY7QFH,9.4,"ASUS RT-AX88U PRO AX6000 Dual Band WiFi 6 Router, WPA3, Parental Control, Adaptive QoS, Port Forwarding, WAN aggregation, lifetime internet security and AiMesh support, Dual 2.5G Port",ASUS,135012.3,1877043.4,Electronics,,Computer Routers,51,0.001,0.078,4,255,264.73,1,3,5,510,1,4.4,4491,B0BZ4ZYD66,2023-02-05 00:00:00,195553911054,ASUS,RT-AX88U PRO,RT-AX88U PRO
71Wgc5VV2KL.jpg,8,B0C7VQ8P8M,8.9,GTPLAYER Sim Racing Wheel Stand Simulator Cockpit Wheel Stand Racing Steering Shifter Mount fit for Logitech G25 G27 G29 G920 G923 Thrustmaster T330TS Gaming Stand Wheel Pedals NOT Included (Black),GTPLAYER,135010.71,2852609.11,Video Games,401,Xbox One Game Racing Wheels,1,-0.159,1.431,6.4,964,69.99,1,1,2,1929,1,4.2,1095,B0D1CFRVBN,2023-08-21 00:00:00,,GTPLAYER,S04-A,S04-C
41k361EbY0L.jpg,8,B08621GBMF,9,"SHRATE Lightweight Ionic Hair Dryer with Diffuser - Powerful 1800W Blow Dryer for Fast Drying - Professional Low Noise Mini Hair Dryer for Travel, Gifts, Hair Styling (Black)",SHRATE,134993.65,834821.47,Beauty & Personal Care,4856,Hair Dryers,19,-0.167,-0.401,8.6,1458,46.31,1,2,2,2915,0.02,4.4,9405,B0CHK19H9M,2020-03-22 00:00:00,,ZOYOLIFE-US,1902-HD-BK,1902
91gnDxSCc8L.jpg,16,B0DN6VXFLL,9.2,"Hisense 50"" Class A7 Series (2025 Model) 4K UHD Smart Fire TV, Voice Remote with Alexa, Wide Color Gamut, HDR10+, Dolby Vision, Dolby Atmos, Game Mode, ALLM, Stream Live TV Without Cable",Hisense,134971.14,395581.45,Electronics,4482,LED & LCD TVs,42,-0.09,,1.8,260,260.06,1,1,5,519,1,4.3,463,B0DSFWGV2F,2025-01-06 00:00:00,888143020105,Hisense,50A7NF,50A7NF
91eM1Qa3lJL.jpg,8,B01126O3OY,9.3,Pure Protein Bars Chocolate Variety Pack (18 ct),Pure Protein,134965.95,2683903.27,Health & Household,55,Sports Nutrition Protein Bars,2,-0.024,-0.438,4,1734,25.95,18,2,7,5201,1,4.5,108770,B0DMWMG753,2023-01-01 00:00:00,,New Look,342920,342920
61JMQS4H7iL.jpg,9,B0178U7MQE,9,"Sports Research Collagen Peptides - Hydrolyzed Type 1 & 3 Collagen Powder Protein Supplement for Healthy Skin, Nails, & Joints - Easy Mixing Vital Nutrients & Proteins, Collagen for Women & Men",Sports Research,134962.75,1482171.46,Health & Household,124,Collagen Supplements,3,0.04,0.98,8.2,4121,32.75,1,1,2,4121,0,4.6,136557,B0BL2GJJ13,2017-09-08 00:00:00,23249010296,Sports Research,FG132,FG132
81gbmaAGqXL.jpg,6,B07SMZKXQS,7.9,"Nordic Elk Mattress Bags for Moving and Storage (King) Heavy Duty Moving Supplies, 8 Sturdy Handles, Strong Zipper, Mattress Cover Bed Bags, Storage Cover Essentials Packing Protector",Nordic Elk,134947.53,1397977.47,Home & Kitchen,658,Home Storage & Organization,96,0.154,0.523,8.7,2056,32.81,1,1,2,4113,0,4.8,17509,B0B75VZJG7,2019-06-02 00:00:00,696302744546,Nordic Elk,MattressblueK,MattressblueK
41ThnYEmTqL.jpg,7,B0051M9DKU,9.4,"Doctor's Best Nattokinase, Non-GMO, Vegan, Gluten Free, 270 Veggie Caps",Doctor's BEST,134937.6,1566072.37,Health & Household,2408,Multi-Enzyme Nutritional Supplements,22,0.095,0.487,6.2,1920,35.14,1,1,11,3840,1,4.6,8063,B00K26GLCI,2011-05-18 00:00:00,753950002531,"Doctor’s Best, Inc",DRB-00253,DRB-00253
81CdtF30OHL.jpg,8,B08PX3YF6P,9.9,"Pampers Overnight Diapers - Swaddlers Overnights - Size 3, 116 Count, Disposable Baby Diaper, Night Time Leak and Skin Protection",Pampers,134925.01,1565400.34,Baby Products,20,Disposable Diapers,8,0,-0.101,6.5,1500,44.99,116,1,2,2999,1,4.8,29270,B0CNRTN25S,2021-02-23 00:00:00,37000833963,AmazonUs/PRFY7,37000833963,37000833963
61vjgfkBi1L.jpg,7,B017VQBCL6,9,"Homall Bar Stools Modern PU Leather Adjustable Swivel Barstools, Armless Hydraulic Kitchen Counter Bar Stool Extra Height Square Island Barstool with Back Set of 2 (Leather, Black)",Homall,134911.65,1432034.58,Home & Kitchen,7240,Barstools,2,0.437,0.529,7.1,1951,69.15,2,1,5,1951,0.021,4.5,12235,B0DJ7DLMZX,2015-11-12 00:00:00,742779887436,Homall,BS025,HFBS025
81nSHmK+dJL.jpg,6,B0BXQ5SX82,9.2,"LEGO Star Wars: The Clone Wars Coruscant Guard Gunship 75354 Buildable Star Wars Toy for 9 Year Olds, Gift Idea for Fans Including Chancellor Palpatine, Padme and 3 Clone Trooper Minifigures",LEGO,134891.1,2317295.77,Toys & Games,6521,Toy Building Sets,263,1.088,-0.121,5,402,111.85,1,9,37,1206,0.874,4.8,957,,2023-09-01 00:00:00,673419379038,LEGO,6431245,6431245
71SOL8wVhBL.jpg,8,B0DRV933HY,8.6,"Digital Camera, 4K Vlogging Camera for YouTube Autofocus 48MP UHD Cameras for Photography with Anti-Shake, 16X Digital Zoom Point and Shoot Digital Camera with 32GB Card for Teens Adult Beginner-White",FJFJOPK,134878.32,37155.68,Electronics,1858,Digital Point & Shoot Cameras,17,,,6.8,1098,61.42,1,2,2,2196,0,4.8,263,B0F1FX7JSB,2024-12-30 00:00:00,744316288409,FJFJOPK,DC402,DC402
41dXoDSXLsL.jpg,7,B002EOUQR2,8.9,"INNERSENSE Organic Beauty - Natural I Create Hold Styling Gel | Non-Toxic, Cruelty-Free, Clean Haircare (Full Size, 10 fl oz | 295 ml)",INNERSENSE,134876,1340957.41,Beauty & Personal Care,3702,Hair Styling Gels,35,-0.012,0.214,9,2408,28,1,1,2,4817,0,4.5,2832,B0CYK54BHQ,2015-12-20 00:00:00,852415001970,INNERSENSE,94874-5,
71TFC8cA+DL.jpg,18,B007QDYQEK,9.4,"SIMPSON Cleaning PS3228 PowerShot 3300 PSI Gas Pressure Washer, 2.5 GPM, Honda GX200 Engine, Includes Spray Gun and Extension Wand, 5 QC Nozzle Tips, 5/16-inch x 25-foot MorFlex Hose, 49-State",SIMPSON,134873.2,1367060.14,"Patio, Lawn & Garden",5959,Pressure Washers,38,0.071,-0.652,1.3,116,581.35,1,1,7,232,1,4,3153,B0CXYGDWP1,2012-02-29 00:00:00,879399001178,Simpson,60629,PS3228 - S
71WZQEC4HlL.jpg,7,B07ST5VNN8,9.1,"Hayward W3AQR3 AquaRite Salt Chlorination System for In-Ground Pools up to 15,000 Gallons",Hayward,134845.92,740975.44,"Patio, Lawn & Garden",29644,Swimming Pool Chlorine,165,-0.796,-0.9,2.7,50,1362.08,1,3,10,99,1,4.3,906,B0D2SBZGSX,2019-08-01 00:00:00,610377388177,Hayward,W3AQR3,W3AQR3
41gAnKJJrmL.jpg,8,B0B9F7WNQH,9.5,"Polk Audio MagniFi Max AX SR 7.1.2 Channel Sound Bar with 10"" Wireless Subwoofer & SR2 Surround Speakers, Dolby Atmos and DTS:X Certified, Polk's Patented VoiceAdjust & SDA Technologies, Black",Polk Audio,134840.16,1486347.71,Electronics,12004,Home Audio Sound Bars,73,-0.147,0.148,3.8,208,648.27,1,3,14,208,1,4.4,3669,B0BG73XFM3,2022-09-06 00:00:00,747192136956,Polk,MagniFi Max AX SR,MagniFi Max AX SR
71NRTIgZjXL.jpg,9,B0DKG88KXT,8.7,"Google Pixel 9 Pro XL 5G (256GB, 16GB) 6.8"" 120Hz OLED, 50MP 8K Camera, Tensor G4 Octa-core, Android 14 (Fully Unlocked for Verizon, T-Mobile, AT&T, Global 4G LTE)(Renewed, w/ Fast Charger, Obsidian)",Google,134834.14,432691.5,Cell Phones & Accessories,17192,Cell Phones,288,-0.276,,6.6,181,744.94,1,0,5,181,0,4.2,52,B0DKG98W75,2024-10-21 00:00:00,703670734779,Google,GGX8B,GooglePixel9ProXL
816J-CGVw6L.jpg,12,B0BV4FP21N,9.6,"Chicco KeyFit 35 Zip ClearTex Infant Car Seat and Base - Rear-Facing for 4-35 lbs Infants, With Head/Body Support, Zip Shield, Compatible with Chicco Strollers",Chicco,134833.92,1242024.96,Baby Products,2647,Infant Safety Car Seats,5,0.042,-0.404,3.3,240,280.32,1,2,4,481,1,4.9,1209,B0CDX17Q7J,2023-02-07 00:00:00,49796612127,"Artsana USA, Inc.",79716860070,79716860070
71giJm1yymL.jpg,5,B0BPD1C7S2,8.3,"Milwaukee 3453-20 12V Fuel 1/4"" Cordless Hex Impact Driver (Bare Tool)",Milwaukee,134815.45,1744398.21,Tools & Home Improvement,6100,Power Impact Drivers,5,-0.262,-0.303,4.4,293,92.15,1,25,44,1463,0,4.8,1069,,2022-12-07 00:00:00,,Milwaukee,3453-20,3453-20
61mONxQs3zL.jpg,9,B0DPKH1SKN,8.5,"COZYINN Walking Pad with 10% Incline, 2.5HP Under Desk Treadmills for Home,3 in 1 Portable Walking Pad Treadmill,300 Lbs Capacity",COZYINN,134801.92,124194,Sports & Outdoors,53891,Treadmills,246,-0.068,,7.5,704,191.48,1,0,2,704,0,4.3,339,B0F18T8ZCL,2024-12-04 00:00:00,,COZYINN,,
8167esHnLoL.jpg,7,B07D324STG,9.2,"PURA D'OR Professional Grade Clinically Formulated Biotin Shampoo & Conditioner For Hair Thinning - 2X Concentrated Proprietary Herbal Blend Thickening Products For Women & Men, Sulfate Free, 16oz x2",PURA D'OR,134787.38,1703777.74,Beauty & Personal Care,8529,Shampoo & Conditioner Sets,123,0.039,0.435,4.9,2821,47.78,2,2,5,2821,1,4.4,2939,,2018-05-14 00:00:00,851615006259,Vital's International Group,625,625
71JvTi+kx+L.jpg,6,B01EVOOBIW,8.1,"Nutricost L-Glutamine Powder 1 KG - Unflavored, Non-GMO, Gluten Free",Nutricost,134775.84,1284730.95,Health & Household,7449,L-Glutamine Nutritional Supplements,6,-0.155,-0.075,8.7,4603,29.28,1,1,2,4603,0,4.6,4895,,2016-04-27 00:00:00,702669932318,Nutricost,NTC025201,NTC025201
41i4xffyiFS.jpg,15,B098YHK4CN,9.5,"Philips AVENT Natural Baby Bottle with Natural Response Nipple, Newborn Baby Gift Set, SCD838/02",AVENT,134767.36,1722181.08,Baby Products,1804,Baby Bottles,40,0.056,0.083,4.9,451,49.84,1,8,14,2704,1,4.7,1389,,2021-07-08 00:00:00,75020092687,Philips Avent,SCD838/02,SCD838/02
81hUFzsUHXL.jpg,9,B0CP6H3VYT,9.4,"HangSmart TV® Wall Mount NO Stud - Original & Patented Easy Install, DIY for 19-100"" TVs, Holds Up to 150LBS, Fits Most LED LCD Flat Screens & Monitors, Includes Hardware",Hang Smart TV,134750,1912786.58,Electronics,1119,"TV Mounts, Stands & Turntables",47,-0.129,0.035,9,1375,49,1,1,2,2750,0,4.7,1261,B0CP6V39DM,2023-11-29 00:00:00,196852718061,Hang Smart TV,196852718061,HSTV100
